,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,
ASV_17482,0,4.12E-05,8.23E-05,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae
ASV_17506,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_17631,0,0,0,0,0,0,0,0,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_17706,4.12E-05,0,0,0.000102929,0.000164687,0,4.12E-05,2.06E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_17745,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
ASV_17927,0,2.06E-05,2.06E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sulfuriferula
ASV_18060,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_18062,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter
ASV_18196,4.12E-05,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter
ASV_18393,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__Kofleria
ASV_18395,2.06E-05,0,0,0,0,4.12E-05,8.23E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Cucumibacter
ASV_18396,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Tistlia
ASV_18441,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thiohalomonas
ASV_18605,2.06E-05,0,0,0,0,0,0,6.18E-05,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Desertimonas
ASV_18686,0,0.000102929,0,0,0,0,6.18E-05,4.12E-05,k__Bacteria;p__BRC1;g__BRC1_genera_incertae_sedis
ASV_18770,8.23E-05,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfuricaulis
ASV_18813,0,0,0,0,0,4.12E-05,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
ASV_18928,2.06E-05,0,0,8.23E-05,0,4.12E-05,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis
ASV_19011,0,6.18E-05,0,0,0,2.06E-05,2.06E-05,2.06E-05,k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium
ASV_19113,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis
ASV_19124,0,0,0,0,0,0,0,0,k__Bacteria;p__Armatimonadetes;g__Armatimonadetes_gp7
ASV_19137,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus
ASV_19152,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1
ASV_19455,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
ASV_19500,0,0,0,0,0,0,0,0,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_19618,0,2.06E-05,4.12E-05,0,2.06E-05,2.06E-05,0,0,k__Bacteria
ASV_19646,4.12E-05,0.000164687,4.12E-05,4.12E-05,8.23E-05,0,4.12E-05,2.06E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
ASV_19771,2.06E-05,0,6.18E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Blastochloridaceae;g__Blastochloris
ASV_19873,0,0,0,0,0,4.12E-05,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_19880,0.000102929,0.000226445,0.000185273,0,4.12E-05,2.06E-05,8.23E-05,0.000164687,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_19885,0,0,0,0,4.12E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis
ASV_19973,0,2.06E-05,0.000123515,0.000205859,0.000102929,0.000102929,8.23E-05,0.000185273,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
ASV_19980,2.06E-05,0.000102929,0,0,6.18E-05,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
ASV_19985,4.12E-05,8.23E-05,0.000102929,4.12E-05,0.000185273,2.06E-05,0.00024703,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
ASV_20159,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas
ASV_20189,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_20339,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
ASV_20394,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10
ASV_20503,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile
ASV_20556,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Chondromyces
ASV_20566,0,0,0,0,0,0,0,0,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius
ASV_20601,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
ASV_20624,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter
ASV_20756,0.00024703,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Caldimonas
ASV_20895,4.12E-05,2.06E-05,2.06E-05,4.12E-05,4.12E-05,0.000164687,8.23E-05,0.000226445,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_20966,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Candidatus_Solibacter
ASV_21153,0.000144101,8.23E-05,6.18E-05,0,0.000576404,4.12E-05,2.06E-05,4.12E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_21173,0,0,2.06E-05,0,0,0,0,0.000102929,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora
ASV_21282,0,0,2.06E-05,0,0,0.000123515,0,8.23E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium
ASV_21341,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis
ASV_21363,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_21416,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
ASV_21457,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae
ASV_21482,0,0,0,0,0,0,0,0,k__Bacteria
ASV_21484,0,0,0,0.000226445,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_21619,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatiglans
ASV_21828,0,2.06E-05,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_21913,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Meridianimaribacter
ASV_21958,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
ASV_21970,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_22026,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp26;g__Gp26
ASV_22061,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas
ASV_22086,0,0,0,0,0,0,0,0,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Marispirochaeta
ASV_22133,0,0,0,0,0,0,0,2.06E-05,k__Bacteria
ASV_22144,6.18E-05,0,0,0,2.06E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
ASV_22178,0,4.12E-05,0,0,4.12E-05,0,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile
ASV_22240,2.06E-05,0,0,0,0,0,0,6.18E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_22392,0,0,8.23E-05,4.12E-05,8.23E-05,0,2.06E-05,4.12E-05,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales
ASV_22701,0,0,0,0,0,0,2.06E-05,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
ASV_22740,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales
ASV_22753,4.12E-05,4.12E-05,2.06E-05,0,2.06E-05,0,0,0,k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga
ASV_22825,0,0,0,0,0,0,0,0,k__Bacteria;p__BRC1;g__BRC1_genera_incertae_sedis
ASV_22837,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga
ASV_23080,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Actibacter
ASV_23399,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium
ASV_23422,0.000102929,0,6.18E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_23550,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
ASV_23656,0,2.06E-05,4.12E-05,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales_incertae_sedis;g__Aciditerrimonas
ASV_23822,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_23866,0,0.00024703,6.18E-05,0.000102929,2.06E-05,0,8.23E-05,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_23967,0,0,0,0,4.12E-05,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_24390,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatiglans
ASV_24401,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter
ASV_9865,2.06E-05,4.12E-05,2.06E-05,0,2.06E-05,0,0,0.000144101,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
ASV_10264,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_10405,0,0,4.12E-05,0,0,4.12E-05,0,0,k__Bacteria
ASV_10426,0,0,0,0,0,8.23E-05,6.18E-05,0,k__Bacteria
ASV_10438,0,4.12E-05,6.18E-05,2.06E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Aliidongia
ASV_10476,0,0,0.000494061,0,0,0,0.000123515,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae
ASV_10600,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae
ASV_10722,2.06E-05,0,0.000102929,6.18E-05,0.000102929,0,2.06E-05,2.06E-05,k__Bacteria;p__Proteobacteria
ASV_10732,0,0,6.18E-05,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
ASV_10934,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_10995,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
ASV_11001,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea
ASV_11035,0,0,0,0,0,0,0,0,k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Melioribacter
ASV_11117,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio
ASV_11140,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Aggregicoccus
ASV_11177,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_11235,0,0,4.12E-05,0,0,4.12E-05,6.18E-05,8.23E-05,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_11239,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_11281,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_11363,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
ASV_11385,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae
ASV_11462,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria
ASV_11634,6.18E-05,0,2.06E-05,8.23E-05,0,0,4.12E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium
ASV_11775,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Effusibacillus
ASV_11815,0,0,0,0,0,0,0,0,k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Gracilimonas
ASV_11922,2.06E-05,0,0.000102929,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_11965,2.06E-05,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodoplanes
ASV_12108,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Edaphorhabdus
ASV_12330,2.06E-05,0,8.23E-05,6.18E-05,4.12E-05,8.23E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_12351,0,0,0,0,2.06E-05,2.06E-05,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_12360,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae
ASV_12387,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
ASV_12396,0,0,0,0,0,0,0,0,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_12456,0,0,4.12E-05,0,0.000102929,0,0,0,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_12458,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella
ASV_12567,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
ASV_12594,0,4.12E-05,0,6.18E-05,0,4.12E-05,0,0,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Brevinemataceae;g__Brevinema
ASV_12615,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp26;g__Gp26
ASV_12621,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
ASV_12634,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_12655,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga
ASV_12786,0,0,0,0,0,6.18E-05,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_12849,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa
ASV_12874,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
ASV_13089,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas
ASV_13190,2.06E-05,0.000144101,0,2.06E-05,0.000144101,0.000123515,0.000205859,0.000123515,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudolabrys
ASV_13284,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter
ASV_13294,0.000432303,2.06E-05,2.06E-05,8.23E-05,0.000205859,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
ASV_13303,0.000226445,0,0.000205859,0.000370546,2.06E-05,0,6.18E-05,2.06E-05,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter
ASV_13313,0,0,0,0,4.12E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas
ASV_13374,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter
ASV_13395,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium
ASV_13436,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminibacter
ASV_13451,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Magnetospira
ASV_13452,0,0,0,0,0,0,0,0,k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
ASV_13586,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfofaba
ASV_13589,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
ASV_13599,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Granulosicoccaceae;g__Granulosicoccus
ASV_13701,2.06E-05,0.000164687,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
ASV_13776,0.000411717,0,6.18E-05,6.18E-05,0.000185273,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus
ASV_13808,0,0,6.18E-05,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
ASV_13877,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
ASV_13896,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae
ASV_13907,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
ASV_14001,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_14018,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
ASV_14076,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thiohalomonas
ASV_14150,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia
ASV_14220,0,0,2.06E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudorhodoplanes
ASV_14224,2.06E-05,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_14491,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium
ASV_14519,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales
ASV_14534,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella
ASV_14585,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Geminicoccus
ASV_14680,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas
ASV_14683,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes
ASV_14693,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Maribellus
ASV_14720,0,2.06E-05,2.06E-05,0,0,4.12E-05,2.06E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
ASV_14721,0,0,0,4.12E-05,2.06E-05,0,2.06E-05,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp5;g__Gp5
ASV_14843,4.12E-05,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas
ASV_14866,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Maribellus
ASV_14874,2.06E-05,0,2.06E-05,0,0.000102929,0.000164687,8.23E-05,0.00024703,k__Bacteria
ASV_14926,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium
ASV_14996,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatitalea
ASV_15095,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria
ASV_15114,0,0,0,0,0,0,0,0,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Marispirochaeta
ASV_15119,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria
ASV_15142,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
