	S5_1	S5_2	S5_3	S5_4	S5_5	S5_6	S5_7	S5_8
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp15;g__Gp15	0.001193981	0.002532062	0.002511477	0.002120345	0.002038002	0.002820265	0.002923194	0.004508306
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0	0	0	0	0	0	0	2.06E-05
k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Gracilimonas	0	0	0	0	0	0	0	0
k__Bacteria	0	0	0	0	0	0	0	4.12E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Parvibaculaceae;g__Rhodoligotrophos	0.000885193	0.000576404	0.000411717	0.000514647	0.000967536	0.000617576	0.001152809	0.000658748
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	0.000432303	0.000555819	6.18E-05	0.000329374	4.12E-05	0.000432303	0.000185273	0.000164687
k__Bacteria;p__Actinobacteria	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum	0	0	0	0	0	2.06E-05	0	2.06E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.00024703	4.12E-05	2.06E-05	2.06E-05	8.23E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Methyloversatilis	0.012001565	0.003046709	0.008872512	0.013627849	0.010519382	0.000988122	0.001008708	0.000988122
k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum	0	0	0	2.06E-05	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp12;g__Gp12	0.002285032	0.000782263	0.002305618	0.003252568	0.003828973	0.004178932	0.001502769	0.006258106
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Parvibaculaceae	0	4.12E-05	0.000123515	0.000102929	2.06E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile	0	2.06E-05	0	0	2.06E-05	0	2.06E-05	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Gp23	0	0	0	0	0	2.06E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio	0	2.06E-05	0	2.06E-05	0	0	4.12E-05	0.000102929
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Chryseolinea	0	0.000102929	0	4.12E-05	0	4.12E-05	2.06E-05	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Annwoodia	0.007307985	0.001935072	0.002038002	0.003170225	0.002634992	0.002511477	0.001193981	0.001749799
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus	0.000617576	0.002058587	0.006608066	0.00399366	0.003828973	0.001029294	0.000226445	0.000329374
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa	0.001338082	0.000535233	0.00069992	0.001482183	0.000967536	0.001338082	0	6.18E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0.002655578	0.000411717	0.002799679	0.00234679	0.00104988	0.001193981	0.000205859	0.000391132
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Methyloversatilis	0.003129053	0.000102929	0.001091051	0.001811557	0.001770385	8.23E-05	2.06E-05	4.12E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.010272351	0.009757704	0.00294378	0.011528089	0.015809951	0.001091051	0.000452889	4.12E-05
k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae;g__Oceanibaculum	0	0	0	0	2.06E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000782263	0.000494061	0.000370546	4.12E-05	0.000432303	0.000535233	0.000988122	0.002470305
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paeniglutamicibacter	0.001255738	0.000102929	0.000123515	0.000164687	0.00024703	0.00034996	0.000494061	0.000370546
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.001543941	0.001193981	0.001441011	0.001214567	0.003129053	0.004734751	0.003684871	0.008810754
k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis	0.000164687	0.000144101	0.000370546	0.000123515	8.23E-05	0.002799679	0.000391132	0.005331741
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0.008440208	0.005208226	0.009798876	0.011034028	0.00753443	0.000967536	0.000823435	0.000391132
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.000638162	0.001173395	0.00069992	0.00059699	0.000720506	0.007966733	0.004425963	0.012330939
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales_incertae_sedis;g__Thiobacter	2.06E-05	0.000144101	8.23E-05	0	0	8.23E-05	0.000226445	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum	0	0	4.12E-05	8.23E-05	6.18E-05	0.00129691	0.000164687	0.000391132
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	0.000926364	0.000514647	0.000802849	0.000741091	0.000473475	0.000370546	0.000411717	0.00024703
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	2.06E-05	6.18E-05	2.06E-05	4.12E-05	0	0.0018939	0.001255738	0.001132223
k__Bacteria	0	2.06E-05	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Skermanella	0.000823435	0.001502769	0.002017416	0.001976244	0.000411717	0.002058587	0.002305618	0.000864607
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile	0	0	0	0	0	6.18E-05	2.06E-05	2.06E-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio	0.000741091	0.004549478	0.004693579	0.000679334	0.001667456	0.006093419	0.002120345	0.00329374
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	0	0	0	0	4.12E-05	0	0	2.06E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius	0	0	0	0	0	2.06E-05	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	0.000164687	8.23E-05	4.12E-05	0.000144101	0.000370546	0.002038002	0.001008708	0.001811557
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0	0	0	0	0	0	0.000102929	2.06E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus	0.000329374	0.000864607	0.000844021	0.001091051	0.000144101	0.000576404	0.001688042	0.000205859
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae;g__Oceanibaculum	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0	0	2.06E-05	0	0	2.06E-05	8.23E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	4.12E-05	0	8.23E-05	0.000102929	0	8.23E-05	6.18E-05	0.000144101
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.000102929	0.001029294	0.000164687	0.000391132	0.000102929	0.002758507	0.001543941	0.001338082
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura	0	0	0	0	0	0	0	0
k__Bacteria;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius	0	0	2.06E-05	0	0	0	0	2.06E-05
k__Bacteria;p__Actinobacteria	0.00059699	0.000329374	0.00234679	0.000432303	6.18E-05	4.12E-05	4.12E-05	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.00069992	0.000391132	0.000473475	0.000226445	0.001214567	6.18E-05	0.003664286	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6	0	4.12E-05	0.000102929	0	0	0	0.000123515	2.06E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera	0.001585112	0.004446549	0.003581942	0.005928732	0.003231982	0.003170225	0.001276324	0.000267616
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0	0.000102929	8.23E-05	2.06E-05	0	0	0	2.06E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax	0	0	0	2.06E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Sulfuritalea	4.12E-05	0.000185273	0.001523355	0.001152809	8.23E-05	0.001152809	0.000988122	0.000473475
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus	2.06E-05	0	0	0	0	2.06E-05	2.06E-05	0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0	0.00034996	4.12E-05	2.06E-05	0	0.000123515	0.000123515	2.06E-05
k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Phaeodactylibacter	0	0.002449719	0.000164687	0.000391132	4.12E-05	0.000226445	0.000411717	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Ohtaekwangia	0	4.12E-05	0.000123515	8.23E-05	8.23E-05	8.23E-05	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter	0.001502769	0.002367376	0.0018939	0.000823435	0.000761677	0.001502769	0.001029294	0.001317496
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum	0	0	0	0	0	2.06E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfuricaulis	0	0	0	2.06E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylocystis	0.000329374	0.000802849	0.000514647	0.000329374	0.000329374	0.000802849	0.001235152	0.000535233
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Aquisalimonas	0	0	0	0	0	0	0	2.06E-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3	0	2.06E-05	4.12E-05	0.000370546	2.06E-05	4.12E-05	0	4.12E-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio	0	0	4.12E-05	0	0	0	0.000102929	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1	0.000102929	0.000555819	0.00224386	0.0018939	0.001420425	0.001873315	0.001585112	0.000864607
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Inmirania	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Aromatoleum	0.000432303	0.001749799	0.004405377	0.000102929	0.00024703	0.002964366	0.000514647	0.002058587
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.000164687	0.000391132	0.000576404	0.000226445	0.000432303	0.001605698	0.000514647	0.000576404
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera	0	0	0.000617576	6.18E-05	0	4.12E-05	0.000185273	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	4.12E-05	8.23E-05	8.23E-05	0.000267616	0.000144101	0.001070465	8.23E-05	0.000514647
k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0.000761677	0.000370546	0.001276324	0.000679334	0.00059699	0.000638162	0.000473475	0.000205859
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis;g__Deferrisoma	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.000432303	0.000658748	0.000905778	0.001338082	0.000308788	0.000741091	0.000391132	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	0	0.000185273	0	0	0	8.23E-05	0.000144101	0.001132223
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp23;g__Gp23	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	8.23E-05	0	8.23E-05	4.12E-05	0.000102929	6.18E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.001811557	0.001935072	0.000267616	0.004405377	0.001235152	0.003437841	0.003581942	2.06E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella	0	0	0	0	0	2.06E-05	4.12E-05	4.12E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.000535233	0.001543941	0.002223274	0.000308788	0.00069992	0.001543941	0.001008708	0.000452889
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillales_incertae_sedis;g__Alkalimarinus	0	0	0	0	0	0	2.06E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium	0	0.000761677	0.000411717	0.000267616	0	0.000823435	0.003664286	2.06E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Aromatoleum	0.002408547	0.001770385	0.0018939	0.001091051	0.002634992	0.00259382	0.001749799	0.002449719
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp10;g__Gp10	0	0	2.06E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.00259382	0.000102929	0.000370546	0.000102929	0.000782263	0.000452889	0.000535233	0.000761677
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0.000329374	0.000473475	0.00059699	0.000144101	0.000185273	0.000164687	0.000514647	0.000123515
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Nitrosococcus	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	0.002120345	0.000823435	0.001111637	0.001317496	0.001461597	0.000741091	0.001605698	0.000658748
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	2.06E-05	0	0	0	0	0	0	6.18E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	2.06E-05	8.23E-05	0.000494061	6.18E-05	8.23E-05	0.005558186	0.001214567	0.001770385
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.000102929	2.06E-05	0.000102929	4.12E-05	6.18E-05	0	0	2.06E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae	0.001235152	0.005475842	0.001111637	0.000761677	0.002038002	0.003417255	0.006196348	0.001873315
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	8.23E-05	8.23E-05	0	0	0	8.23E-05	2.06E-05	0.000329374
k__Bacteria;p__Firmicutes	4.12E-05	0	0	0	4.12E-05	2.06E-05	4.12E-05	2.06E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	0	4.12E-05	0	2.06E-05	4.12E-05	4.12E-05	6.18E-05	2.06E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans	0	0	0	0	2.06E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	0.00529057	0.007266814	0.001399839	0.001626284	0.00529057	0	0	0.002861436
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Actinomarinicola	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera	8.23E-05	0.033554975	0.000638162	0	0.000761677	0.000205859	0.001193981	0.000102929
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0	2.06E-05	0	2.06E-05	0	0.00069992	6.18E-05	0.001008708
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius	0	0	0	0	0	2.06E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Arboricoccus	0	6.18E-05	0	0	0	6.18E-05	0	4.12E-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	0	0	4.12E-05	6.18E-05	0	4.12E-05	2.06E-05	6.18E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius	0	2.06E-05	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.000123515	6.18E-05	0.000123515	8.23E-05	2.06E-05	8.23E-05	0.000679334	0.000432303
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Derxia	0.002202689	0.000576404	0.003931902	0.004034831	0.004446549	0.000308788	0.000411717	0.000452889
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thiohalomonas	2.06E-05	0	0.000144101	0	0	4.12E-05	0	0
k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum	0	0	2.06E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1	0.0018939	0.001420425	0.003602528	0.004261276	0.003108467	0.005743459	0.001420425	0.008934269
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0	2.06E-05	0	0	0	2.06E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.001338082	0.002161517	0.002552648	0.000844021	0.001276324	0.001729213	0.004528892	0.004014245
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodovibrionaceae;g__Pelagibius	4.12E-05	0.000432303	0.000638162	0.000288202	0	0.000761677	0.000452889	6.18E-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0	0	0	2.06E-05	0	0	2.06E-05	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	0.000926364	0.000679334	0.000885193	0.001008708	0.00069992	0.000432303	0.00024703	6.18E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae	0.00034996	0.000144101	0.001214567	0.000679334	0.000288202	8.23E-05	4.12E-05	8.23E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea	0.001379254	0.001338082	0.002038002	0.001832143	0.000741091	0.001111637	0.001193981	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	2.06E-05	0.001132223	0.000391132	0.000144101	0.000308788	0.001832143	0.001008708	0.000638162
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	0.000144101	0	0	0	0	0.000164687	0.000102929	0.000205859
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae;g__Hahella	0	0	0	0	2.06E-05	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;g__Gp1	0.00059699	8.23E-05	0.001152809	0.000494061	0.000905778	0.000370546	0.000391132	0.000432303
k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp15;g__Gp15	0	4.12E-05	0.000452889	0.00059699	2.06E-05	0.000102929	4.12E-05	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0	0	4.12E-05	0.000123515	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0	0.000370546	0.000144101	0.000102929	2.06E-05	0.002305618	8.23E-05	8.23E-05
k__Bacteria;p__Rhodothermaeota;c__Rhodothermia;o__Rhodothermales;f__Salisaetaceae;g__Roseithermus	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	2.06E-05	4.12E-05	2.06E-05	4.12E-05	0	0.000226445	0.000144101	0.000782263
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidiferrimicrobium	0	0	0	0	0	0	0	0
